bid_id,category,buyer,quantity,bid_value,award_date,winner_name,winner_price,num_bidders,vendor_name,vendor_price,vendor_rank,status_flag,remarks,anomaly_winner_not_lowest
GEM/2026/B/7532890,Facility Management Services -...,Panchayati Raj Department UttraKhand,1,2497600,23-05-2026 10:00 AM,JAY ENTERPRISES,2497600,3,MAA VAISHNO ENTERPRISES,2542200,L2,Qualified,N/A,false
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,...",Power Development Department Jammu and Kashmir,3745,3323320,23-05-2026 9:00 AM,M/S T&D CONSTRUCTION AND TRADING CO.,3323320,5,KONARK ENGINEERS & TRADERS,4071000,L2,Qualified,N/A,true
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,...",Power Development Department Jammu and Kashmir,3745,3323320,23-05-2026 9:00 AM,M/S T&D CONSTRUCTION AND TRADING CO.,3323320,5,KULBUSHAN KUMAR,4169280,L3,Qualified,N/A,true
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,...",Power Development Department Jammu and Kashmir,3745,3323320,23-05-2026 9:00 AM,M/S T&D CONSTRUCTION AND TRADING CO.,3323320,5,M/S T&D CONSTRUCTION AND TRADING CO.,3323320,L1,Qualified,N/A,true
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,...",Power Development Department Jammu and Kashmir,3745,3323320,23-05-2026 9:00 AM,M/S T&D CONSTRUCTION AND TRADING CO.,3323320,5,MADHAV ENTERPRISES,4231000,L4,Qualified,N/A,true
GEM/2026/B/7513284,"ST Poles 16 Mtr long 410 SP80,...",Power Development Department Jammu and Kashmir,3745,3323320,23-05-2026 9:00 AM,M/S T&D CONSTRUCTION AND TRADING CO.,3323320,5,SUPER POWER ENTERPRISES,2339500,DISQUALIFIED,Qualified,N/A,true
GEM/2026/B/7520384,"PVC Floor Mat Roll,Chiller,Swi...",Ministry of Defence Department of Military Affairs,7,0,23-05-2026 9:00 AM,N/A,0,0,N/A,N/A,N/A,N/A,N/A,false
GEM/2026/B/7518797,Facility Management Services -...,Health and Family Welfare Department Kerala,1,153500,23-05-2026 9:00 AM,EXTREME I T SOLUTIONS,153500,3,ELITE TECHNOLOGIES,160000,L2,Qualified,N/A,false
GEM/2026/B/7518797,Facility Management Services -...,Health and Family Welfare Department Kerala,1,153500,23-05-2026 9:00 AM,EXTREME I T SOLUTIONS,153500,3,EXTREME I T SOLUTIONS,153500,L1,Qualified,N/A,false
GEM/2026/B/7518797,Facility Management Services -...,Health and Family Welfare Department Kerala,1,153500,23-05-2026 9:00 AM,EXTREME I T SOLUTIONS,153500,3,SMART TECHNOLOGIES,170500,L3,Qualified,N/A,false
GEM/2026/B/7532604,Table (Handicraft) (V2),Department of Panchayati Raj,1,0,22-05-2026 9:00 PM,N/A,0,0,N/A,N/A,N/A,N/A,N/A,false
GEM/2026/B/7532603,Procurement of Refrigerator 18...,Ministry of Defence Department of Defence,1,21500,22-05-2026 9:00 PM,OM TRADERS,21500,4,OM TRADERS,21500,L1,Qualified,N/A,false
GEM/2026/B/7532603,Procurement of Refrigerator 18...,Ministry of Defence Department of Defence,1,21500,22-05-2026 9:00 PM,OM TRADERS,21500,4,ARMY CEREMONIAL STORE,23500,L2,Qualified,N/A,false
GEM/2026/B/7532603,Procurement of Refrigerator 18...,Ministry of Defence Department of Defence,1,21500,22-05-2026 9:00 PM,OM TRADERS,21500,4,SONALI ENTERPRISE,24999,L3,Qualified,N/A,false
GEM/2026/B/7532603,Procurement of Refrigerator 18...,Ministry of Defence Department of Defence,1,21500,22-05-2026 9:00 PM,OM TRADERS,21500,4,MARK ENTERPRISES,149900,L4,Qualified,N/A,false
GEM/2026/B/7532581,RO Plant with Genset and Troll...,Department of Panchayati Raj,1,325000,22-05-2026 9:00 PM,MAHESHWARI TRADERS,325000,4,MAHESHWARI TRADERS,325000,L1,Qualified,N/A,false
GEM/2026/B/7532581,RO Plant with Genset and Troll...,Department of Panchayati Raj,1,325000,22-05-2026 9:00 PM,MAHESHWARI TRADERS,325000,4,BALAJI ENTERPRISES,330000,L2,Qualified,N/A,false
GEM/2026/B/7532581,RO Plant with Genset and Troll...,Department of Panchayati Raj,1,325000,22-05-2026 9:00 PM,MAHESHWARI TRADERS,325000,4,AAKSHRA ENTERPRISES,339000,L3,Qualified,N/A,false
GEM/2026/B/7532581,RO Plant with Genset and Troll...,Department of Panchayati Raj,1,325000,22-05-2026 9:00 PM,MAHESHWARI TRADERS,325000,4,EXCELLENT SERVICES,360000,L4,Qualified,N/A,false
GEM/2026/B/7527679,Facility Management Services -...,Rural Development Department Uttar Pradesh,1,959800,22-05-2026 9:00 PM,SHIKHAR ENTERPRISES,959800,3,OMG ENGINEERING,959900,L2,Qualified,N/A,false
GEM/2026/B/7527679,Facility Management Services -...,Rural Development Department Uttar Pradesh,1,959800,22-05-2026 9:00 PM,SHIKHAR ENTERPRISES,959800,3,SHIKHAR ENTERPRISES,959800,L1,Qualified,N/A,false
GEM/2026/B/7527679,Facility Management Services -...,Rural Development Department Uttar Pradesh,1,959800,22-05-2026 9:00 PM,SHIKHAR ENTERPRISES,959800,3,TRIPATI ENTERPRISES,960000,L3,Qualified,N/A,false
GEM/2026/B/7527596,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,0,22-05-2026 9:00 PM,N/A,0,0,N/A,N/A,N/A,N/A,N/A,false
GEM/2026/B/7527592,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,549800,22-05-2026 9:00 PM,M/S SHREE ENTERPRISES,549800,3,M/S SHREE ENTERPRISES,549800,L1,Qualified,N/A,false
GEM/2026/B/7527592,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,549800,22-05-2026 9:00 PM,M/S SHREE ENTERPRISES,549800,3,OMG ENGINEERING,549900,L2,Qualified,N/A,false
GEM/2026/B/7527592,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,549800,22-05-2026 9:00 PM,M/S SHREE ENTERPRISES,549800,3,TRIPATI ENTERPRISES,550000,L3,Qualified,N/A,false
GEM/2026/B/7527569,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,549800,22-05-2026 9:00 PM,M/S SHREE ENTERPRISES,549800,3,M/S SHREE ENTERPRISES,549800,L1,Qualified,N/A,false
GEM/2026/B/7527569,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,549800,22-05-2026 9:00 PM,M/S SHREE ENTERPRISES,549800,3,OMG ENGINEERING,549900,L2,Qualified,N/A,false
GEM/2026/B/7527569,High Mast Lighting Octagonal T...,Rural Development Department Uttar Pradesh,1,549800,22-05-2026 9:00 PM,M/S SHREE ENTERPRISES,549800,3,TRIPATI ENTERPRISES,550000,L3,Qualified,N/A,false
GEM/2026/B/7532438,"Fuel Filter Main,2nd Leaf,Repa...",Ministry of Defence Department of Defence,16,27690,22-05-2026 8:00 PM,BALAJI ENTERPRISES,27690,3,AGGARWAL SUPPLIERS,33586,L2,Qualified,N/A,false
GEM/2026/B/7532438,"Fuel Filter Main,2nd Leaf,Repa...",Ministry of Defence Department of Defence,16,27690,22-05-2026 8:00 PM,BALAJI ENTERPRISES,27690,3,BALAJI ENTERPRISES,27690,L1,Qualified,N/A,false
GEM/2026/B/7532438,"Fuel Filter Main,2nd Leaf,Repa...",Ministry of Defence Department of Defence,16,27690,22-05-2026 8:00 PM,BALAJI ENTERPRISES,27690,3,INDIAN TRADERS,46194,L3,Qualified,N/A,false
GEM/2026/B/7532412,"Tie Rod End Steering,Shock abs...",Ministry of Defence Department of Defence,19,80900,22-05-2026 8:00 PM,BALAJI ENTERPRISES,80900,3,AGGARWAL SUPPLIERS,91008,L2,Qualified,N/A,false
GEM/2026/B/7532412,"Tie Rod End Steering,Shock abs...",Ministry of Defence Department of Defence,19,80900,22-05-2026 8:00 PM,BALAJI ENTERPRISES,80900,3,BALAJI ENTERPRISES,80900,L1,Qualified,N/A,false
GEM/2026/B/7532412,"Tie Rod End Steering,Shock abs...",Ministry of Defence Department of Defence,19,80900,22-05-2026 8:00 PM,BALAJI ENTERPRISES,80900,3,INDIAN TRADERS,137348,L3,Qualified,N/A,false
GEM/2026/B/7522684,"hydraulic pressure hose,fuel f...",Ministry of Defence Department of Military Affairs,8,38167,22-05-2026 8:00 PM,KANCHAN TRADERS,38167,2,BALAJI TRADERS,41735,L2,Qualified,N/A,false
GEM/2026/B/7522684,"hydraulic pressure hose,fuel f...",Ministry of Defence Department of Military Affairs,8,38167,22-05-2026 8:00 PM,KANCHAN TRADERS,38167,2,KANCHAN TRADERS,38167,L1,Qualified,N/A,false
GEM/2026/B/7514359,Helical Gear Box (V2),Urban Development Department Uttar Pradesh,3,538959,22-05-2026 7:00 PM,EWS GREENTECH PRIVATE LIMITED,538959,3,EWS GREENTECH PRIVATE LIMITED,538959,L1,Qualified,N/A,false
GEM/2026/B/7514359,Helical Gear Box (V2),Urban Development Department Uttar Pradesh,3,538959,22-05-2026 7:00 PM,EWS GREENTECH PRIVATE LIMITED,538959,3,M/S KUMAR ENGINEERING,542259,L2,Qualified,N/A,false
GEM/2026/B/7514359,Helical Gear Box (V2),Urban Development Department Uttar Pradesh,3,538959,22-05-2026 7:00 PM,EWS GREENTECH PRIVATE LIMITED,538959,3,SUPER AGRO UDYOG,545259,L3,Qualified,N/A,false
GEM/2026/B/7532377,"Oil Seal,Oil Seal Rear,Oil Sea...",Ministry of Defence Department of Defence,66,52440,22-05-2026 7:00 PM,BALAJI ENTERPRISES,52440,3,AGGARWAL SUPPLIERS,63435,L2,Qualified,N/A,false
GEM/2026/B/7532377,"Oil Seal,Oil Seal Rear,Oil Sea...",Ministry of Defence Department of Defence,66,52440,22-05-2026 7:00 PM,BALAJI ENTERPRISES,52440,3,BALAJI ENTERPRISES,52440,L1,Qualified,N/A,false
GEM/2026/B/7532377,"Oil Seal,Oil Seal Rear,Oil Sea...",Ministry of Defence Department of Defence,66,52440,22-05-2026 7:00 PM,BALAJI ENTERPRISES,52440,3,INDIAN TRADERS,85247,L3,Qualified,N/A,false
GEM/2026/B/7532359,"Air Filter for Scorpio,AC Filt...",Ministry of Defence Department of Military Affairs,11,6272,22-05-2026 7:00 PM,DILIP AUTO AGENCY,6272,3,DILIP AUTO AGENCY,6272,L1,Qualified,N/A,false
GEM/2026/B/7532359,"Air Filter for Scorpio,AC Filt...",Ministry of Defence Department of Military Affairs,11,6272,22-05-2026 7:00 PM,DILIP AUTO AGENCY,6272,3,RUDRA AUTO SERVICES,7180,L3,Qualified,N/A,false
GEM/2026/B/7532359,"Air Filter for Scorpio,AC Filt...",Ministry of Defence Department of Military Affairs,11,6272,22-05-2026 7:00 PM,DILIP AUTO AGENCY,6272,3,SHAH AUTOMOBILES,6870,L2,Qualified,N/A,false
GEM/2026/B/7532313,"Front Brake Pad,Rear Brake Pad...",Ministry of Defence Department of Defence,18,83537,22-05-2026 7:00 PM,U T TRADERS,83537,3,ARUN SHARMA GOVT CONTRACTOR,83748,L3,Qualified,N/A,false
GEM/2026/B/7532313,"Front Brake Pad,Rear Brake Pad...",Ministry of Defence Department of Defence,18,83537,22-05-2026 7:00 PM,U T TRADERS,83537,3,S.S. ENTERPRISES,83615,L2,Qualified,N/A,false
GEM/2026/B/7532313,"Front Brake Pad,Rear Brake Pad...",Ministry of Defence Department of Defence,18,83537,22-05-2026 7:00 PM,U T TRADERS,83537,3,U T TRADERS,83537,L1,Qualified,N/A,false
GEM/2026/B/7532282,oil drain plug soket set and s...,Ministry of Defence Department of Military Affairs,9,79250,22-05-2026 7:00 PM,MAHADEV ENTERPRISES,79250,3,LAKSHITA SALES AND SERVICES PRIVATE LIMITED,82600,L2,Qualified,N/A,false
GEM/2026/B/7532282,oil drain plug soket set and s...,Ministry of Defence Department of Military Affairs,9,79250,22-05-2026 7:00 PM,MAHADEV ENTERPRISES,79250,3,MAHADEV ENTERPRISES,79250,L1,Qualified,N/A,false
GEM/2026/B/7532282,oil drain plug soket set and s...,Ministry of Defence Department of Military Affairs,9,79250,22-05-2026 7:00 PM,MAHADEV ENTERPRISES,79250,3,MANISH TRADING COMPANY,95000,L3,Qualified,N/A,false
GEM/2026/B/7532265,"ASSY COMBINATION SWITCH,WHEEL ...",Ministry of Defence Department of Military Affairs,24,59405,22-05-2026 7:00 PM,MAA BHAGWATI TRADERS,59405,3,MAA BHAGWATI TRADERS,59405,L1,Qualified,N/A,false
GEM/2026/B/7532265,"ASSY COMBINATION SWITCH,WHEEL ...",Ministry of Defence Department of Military Affairs,24,59405,22-05-2026 7:00 PM,MAA BHAGWATI TRADERS,59405,3,BHAWANI ENTERPRISES AND GENERAL SUPPLIER,65445,L2,Qualified,N/A,false
GEM/2026/B/7532265,"ASSY COMBINATION SWITCH,WHEEL ...",Ministry of Defence Department of Military Affairs,24,59405,22-05-2026 7:00 PM,MAA BHAGWATI TRADERS,59405,3,S.K.S ENTERPRISES,74590,L3,Qualified,N/A,false
GEM/2026/B/7532100,"Repair, Maintenance, and Insta...",Department of Panchayati Raj,1,35000,22-05-2026 7:00 PM,R T ENTERPRISES,35000,3,D R ENTERPRISES,35300,L2,Qualified,N/A,false
GEM/2026/B/7532100,"Repair, Maintenance, and Insta...",Department of Panchayati Raj,1,35000,22-05-2026 7:00 PM,R T ENTERPRISES,35000,3,R T ENTERPRISES,35000,L1,Qualified,N/A,false
GEM/2026/B/7532100,"Repair, Maintenance, and Insta...",Department of Panchayati Raj,1,35000,22-05-2026 7:00 PM,R T ENTERPRISES,35000,3,SHREE COMPUTER AND ENTERPRISES,35500,L3,Qualified,N/A,false
GEM/2026/B/7532058,"Repair, Maintenance, and Insta...",Department of Panchayati Raj,1,85000,22-05-2026 7:00 PM,R T ENTERPRISES,85000,3,D R ENTERPRISES,85300,L2,Qualified,N/A,false
GEM/2026/B/7532058,"Repair, Maintenance, and Insta...",Department of Panchayati Raj,1,85000,22-05-2026 7:00 PM,R T ENTERPRISES,85000,3,R T ENTERPRISES,85000,L1,Qualified,N/A,false
GEM/2026/B/7532058,"Repair, Maintenance, and Insta...",Department of Panchayati Raj,1,85000,22-05-2026 7:00 PM,R T ENTERPRISES,85000,3,SHREE COMPUTER AND ENTERPRISES,85500,L3,Qualified,N/A,false
